id,title,price,sold_quantity
MLM566303545,Apple Iphone 6 16gb Original Libre Telcel At&t Movistar,6450,5
MLM592341406,Celular Apple Iphone 6 16gb Liberado Space Gray Envio Gratis,6450,0
MLM575409084,"Iphone 6 128g Excelente Estado , Cable, Cargador, Funda",6450,0
MLM577995842,Iphone 6 64gb Libre Telcel At&t Movistar Virgin Como Nuevo C,6450,2
MLM617339097,Celulares Apple Iphone 6 64gb Plata Original En Caja A Meses,6490,0
MLM566565435,Celular Apple Iphone 6 64gb Nuevo 12 Meses Garantia,6498,122
MLM602186061,Apple Iphone 6 16gbs Nuevo Caja Sellada Liberado,6499.98,8
MLM572183371,Iphone 6 64gb Libre Telcel At&t Movistar Dorado Plata Gris C,6500,2
MLM566293655,Iphone 6,6500,0
MLM563986967,Iphone 6 128gb A Tratar,6500,0
MLM572183396,Iphone 6 Dorado 64gb Libre Telcel At&t Movistar Garantia P,6550,4
MLM599930153,Iphone 6 16gb Liberado  Envio Gratis!!!,6559,6
MLM608879348,"Celular Apple Iphone 6 16gb Nuevogold,gris,plata Enviogratis",6599,174
MLM595278252,Iphone 6 16gb Desbloqueado Usado Con 6 Fundas De Regalo,6599,0
MLM585715072,Celular Iphone 6 Gray 16gb Nuevo En Caja Liberado Ce179,6699,38
MLM576583961,Iphone 6 16gb Negociables!!!!!,6700,0
MLM569115189,Iphone 6 64gb Libre Telcel At&t Movistar Virgin Como Nuevo P,6750,1
MLM602484815,Iphone 6 16gb Excelente Estado,6750,0
MLM610611369,Iphone 6 - 64 Gb - Grado A - Accesorios Originales Completos,6799,5
MLM609920239,Celular Apple Iphone 6 64 Gb Accesorios Originales Completos,6799,1
MLM601551485,Celulares Iphone 6 16gb Gold  Caja Sellada + Power Case,6890,0
MLM601551728,Celulares Iphone 6 16gb Silver  Caja Sellada + Power Case,6890,0
MLM601551290,Celulares Iphone 6 16gb Space Gray Caja Sellada + Power Case,6890,0
MLM599481938,Iphone 6 16 Gb Gris Espacial - Reacondicionado,6899,4
MLM599473953,Iphone 6 16 Gb Plata - Reacondicionado,6899,1
MLM580225187,Iphone 6 64gb Gris Plata Dorado Libre At&t Movistar Telcel,6900,2
MLM566967075,Iphone 6 64 Gb Gris Espacial,6999,0
MLM567129338,Celular Apple Iphone 6 128 Gb 12 Meses Garantia Envio Gratis,7000,84
MLM566565802,Celular Apple Iphone 6 128 Gb Nuevo 12 Meses Garantia,7000,33
MLM618940463,Iphone 6 128 Gb Original Envio Gratis A Meses Sin Intereses,7000,1
MLM567129292,Celular Apple Iphone 6 128 Gb 12 Meses Garantia,7000,22
MLM608367176,Iphone 6 De 32 Gb Libre Telcel Att Movistar,7000,0
MLM596701317,Iphone 6,7000,0
MLM553415616,Iphone 6 16g,7000,1
MLM618536208,Iphone 6 32gb Space Gray Nuevo Sin Sellar Libre Con Garantia,7399,0
MLM612042400,Iphone 6 De 16gb Silver Premium Refurbished Garantizado  ,7399,0
MLM551285527,Iphone 6 4g Lte 128gb Libre Telcel At&t Movistar Garantia,7450,0
MLM550658958,Celular Apple Iphone 6 128gb Original Desbloqueado Spr,7490,152
MLM594068360,Iphone 6 32gb Space Gray Sellado Libre Con Garantia,7499,30
MLM566560424,Iphone 6 64gb Desbloqueado ,7500,0
MLM560739741,Iphone 6 De 16 ,7700,0
MLM564108977,Iphone 6 128gb Libre Telcel Att Movistar Negro Plata Dorado,7890,1
MLM612042307,Iphone 6 16gb Silver Premium Refurbished Garantizado,7899,0
MLM609127442,Iphone 6 16gb Nuevo 100% Original - Caja Sellada,7999,1
MLM572779820,Iphone 6 16gb Space Gray,7999,0
MLM575945564,Celular Apple Iphone 6 Grado B 128gb Silver + Power Case,8490,8
MLM573690284,Celular Apple Iphone 6 Grado B 128gb Silver + Power C.,8490,4
MLM609129504,Iphone 6 64gb Nuevo 100% Original - Caja Sellada,8799,12
MLM550071301,Apple Iphone 6 16gb Nuevo Desbloqueado De Fabrica 4g Lte,9495,2
MLM599193025,Apple Iphone 6 128gb Nuevo Original Liberados Ios 11.02 Dora,9980,0
MLM552554172,Apple Iphone 6 16gb 4g Nuevo Desbloqueado De Fabrica A Meses,9995,2
MLM555333327,Apple Iphone 6 16gb Nuevo Desbloqueado Fabrica Envio Gratis,9995,7
MLM594627250,"Item De Testeo, Por Favor No Ofertar Celular Apple Iphone 6 ",10000,55
MLM594608608,Celular Apple Iphone 6 16gb Space Silver Gold Caja Generica,10000,28
MLM620412314,Iphone 6 128g Nuevo Accesorios Originales,10000,0
MLM623175364,Celulare Apple Iphone 6 16gb Desbloqueado 3 Piezas,10500,2
MLM555333336,Apple Iphone 6 64gb Nuevo Desbloqueado Fabrica Envio Gratis,10995,5
MLM552554161,Apple Iphone 6 64gb Nuevo Desbloqueado De Fabrica A Meses !!,11395,11
MLM555333355,Apple Iphone 6 128gb Nuevo Desbloqueado De Fabrica A Meses !,12395,1
